Certificate Number,Business Name,DBA Name,Business Type,Business is MWBE Owned,Business is Publicly Traded,Business Officers,Address,Address 2,City,State,Zip Code,Phone,Issued Date,Expiration Date,Status,Business has a NYS DOL Employer Registration Number,Reason business does not have a NYS DOL Employer Registration Number ,Business has a WCB Employer Number,Business has outstanding wage assessments,Business has been debarred,Debarment State or Federal Law,Debarment State,Debarment Start Date,Debarment End Date,Business has final determination for violation of Labor or Tax Law,Business has final determination safety standard violations,Business is associated with an apprenticeship program,Business is sponsor of a program ,Business is signatory to a group program,Business has Workers Compensation Insurance,Business is exempt from Workers Compensation Insurance ,Georeference
24-64N89-CR,"Seneca-Gorham Security Systems, Inc.",,Corporation,No,No,,PO Box 335,,Bloomfield,NY,14469,5856576565,12/17/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,Yes,No,No,No,Yes,No,
24-64BG7-CR,"Seneca Pavement Marking, Inc.",spm,Corporation,No,No,,3526 watkins rd,,horseheads,NY,14845,6077428158,12/15/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-76.84744 42.2161)
24-63HE6-CR,"Seneca Roadways, Inc.",,Corporation,No,No,,263 Dakota Street,,Rochester,NY,14606,5854363529,12/05/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,Yes,No,Yes,No,POINT (-77.65303 43.16284)
24-636QR-CR,"Seneca Steel Erectors, Inc.",,Corporation,Yes,No,,611 Indian Church Road,,West Seneca,NY,14224,7164643155,12/10/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,Yes,Yes,No,POINT (-78.78406 42.85448)
24-633H1-CR,Seneca Stone Corporation,,Corporation,No,No,,2747 Canoga Road,,Seneca Falls,NY,13148,6077376200,11/27/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-76.78405 42.84926)
24-64868-CR,"Sepco, Inc.",SERVPRO,Corporation,No,No,,P.O. Box 654,,Binghamton,NY,13902,6077222262,12/30/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,
24-64BS1-CR,Serve Well Electric Inc.,,Corporation,No,No,,19 Meudon Drive,,Locust Valley,NY,11560,5169201900,12/16/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.60257 40.89538)
24-64FZR-CR,"SERVIAM CONSTRUCTION, LLC",,LLC,Yes,No,,PO Box 1223,,Altoona,PA,16603,8149371588,12/23/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,No,Yes,No,
25-64KCH-CR,Service One Construction Inc.,,Corporation,No,No,,281 Skip Ln Unit J,,Bay Shore,NY,11706,6319401788,01/03/2025,01/03/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.28483 40.76361)
24-63SGB-CR,Service Scaffold Company Inc,,Corporation,No,No,,PO Box 888,,South Fallsburg,NY,12779,8454348888,11/15/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,Yes,Yes,Yes,No,
25-64CAB-CR,Sessa Plastering Corp.,,Corporation,No,No,,139 Toledo Street,,Farmingdale,NY,11735,6317528667,01/09/2025,01/09/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.41669 40.71212)
24-635R4-CR,"Sessler Environmental Services, LLC",,Corporation,No,No,,1330 Research Forest,,Macedon,NY,14502,5856175710,12/03/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,Yes,No,No,No,Yes,No,POINT (-77.31715 43.11856)
25-64ZTQ-CR,Seth Nightingale,Nightingale's Services,Corporation,No,No,,177 BEECHER ROAD,,POLAND,NY,13431,3152698868,02/11/2025,02/11/2027,Active,No,Sole Proprietor,No,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-75.10116 43.24142)
25-64VCJ-CR,Seven Seas Construction Co. Inc.,,Corporation,Yes,No,,PO Box 371,,Port Jefferson,NY,11777,6319288110,01/07/2025,01/07/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,
24-64RJ3-CR,"Sevenson Environmental Services, Inc.",,Corporation,No,No,,2749 Lockport Road,,Niagara Falls,NY,14305,7162840431,12/19/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-79.02827 43.1148)
24-64GB3-CR,Seville Central Mix Corp.,,Corporation,No,No,,157 Albany Ave.,,Freeport,NY,11520,5168683000,12/23/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.56818 40.65018)
25-64ACY-CR,"SEWARD SAND & GRAVEL, INC.",,Corporation,No,No,,532 County Hwy 58,,Oneonta,NY,13820,6074321653,02/13/2025,02/13/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-74.98145 42.47592)
24-64BLJ-CR,Sexton Services Inc,,Corporation,No,No,,50 Joanne Dr,,Rochester,NY,14616,5856638290,12/16/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-77.65315 43.20927)
25-64QYU-CR,Seylone Inc.,,Corporation,Yes,No,,161-01 Horace Harding Expressway Suite #3,,Fresh Meadows,NY,11365,7186035621,01/14/2025,01/14/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.80732 40.73883)
25-64QIQ-CR,SEZEKCOL ELECTRIC INC.,,Corporation,No,No,,"223-19 Linden Boulevard, Cambria Heights",,Jamaica,NY,11411,9178907214,01/15/2025,01/15/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.73689 40.69413)
24-6356C-CR,"Sgarlata Concrete, Inc.",,Corporation,No,No,,PO Box 363,,Canastota,NY,13032,3156973574,12/04/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,
24-64D8Q-CR,"SGTR, LLC",,LLP,Yes,No,,108 WEST JEFFERSON STREET SUITE 501,,SYRACUSE,NY,13202,3152186532,12/18/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-76.1527 43.04706)
25-64U3N-CR,SH5 CONSTRUCTION CORP.,,Corporation,Yes,No,,"2169 West 5th Street, 1st Fl",,Brooklyn,NY,11223,7189092281,01/30/2025,01/30/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.97619 40.59498)
24-64B5Q-CR,"Shades of Color, Inc.",,Corporation,Yes,No,,2705 Kenmore Ave,,Tonawanda,NY,14207,7169121018,12/16/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,Yes,Yes,Yes,No,POINT (-78.91083 42.97538)
25-64VJ6-CR,SHADOW TRANSPORT INC.,,Corporation,No,No,,3 STEPAR PLACE,,HUNTINGTON STATION,NY,11746,6313510505,01/07/2025,01/07/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.42648 40.84076)
24-635VG-CR,Shaffer Building Services Inc,,Corporation,No,No,,120 Ball Circle,,Syracuse,NY,13210,3154714500,12/03/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,Yes,No,No,No,Yes,No,POINT (-76.13369 43.01237)
25-64J3T-CR,Shaheen Construction Corp,,Corporation,Yes,No,,25-20 84th Street,,East Elmhurst,NY,11370,9176798203,01/02/2025,01/02/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.88476 40.76261)
24-634XZ-CR,"SHAKER FLATS LANDSCAPING, INC.",,Corporation,No,No,,PO Box 56,,West Lebanon,NY,12195,5187666689,12/02/2024,12/02/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,
25-64KNK-CR,"SHAKTI CONSTRUCTION, CORP.",,Corporation,Yes,No,,88-07 30TH AVENUE,,EAST ELMHURST,NY,11369,7186727434,01/03/2025,01/03/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.88044 40.76185)
25-64T47-CR,"SHALEBROOK LANDSCAPING, INC.",4 Seasons Landscaping,Corporation,No,No,,109 Bundy Rd,,Ithaca,NY,14850,6072721504,01/24/2025,01/24/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-76.52828 42.45817)
24-635YZ-CR,"SHAMROCK MATERIALS, LLC",,LLC,No,No,,2541 RICHMOND TERRACE,,STATEN ISLAND,NY,10303,7185560800,12/03/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-74.14583 40.63777)
25-64IDO-CR,"SHANNON GATES, INC.",,Corporation,No,No,,911 LONG ISLAND AVENUE,,DEER PARK,NY,11729,6317420445,02/04/2025,02/04/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.31812 40.76463)
24-64GNP-CR,"Shannon of Long Island Construction, Inc.",,Corporation,No,No,,145 Guilford Ave.,,Oakdale,NY,11769,6315891431,12/23/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,Yes,Yes,No,POINT (-73.15308 40.73988)
24-633HV-CR,"Sharan Builders, Inc.",,Corporation,Yes,No,,14-20 130th Street,,College Point,NY,11356,7183611700,11/27/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.83852 40.78514)
25-64KJU-CR,"Sharer Tech, Inc.",,Corporation,No,No,,330 towne rd,,pulaski,NY,13142,3158870580,01/03/2025,01/03/2027,Active,No,Sole Proprietor,No,No,No,,,,,No,No,No,No,No,No,Yes,POINT (-76.10447 43.49823)
24-64BNY-CR,"SharpTech Solutions, LLC",,LLC,No,No,,3223 Lawndale St.,,Endwell,NY,13760,6076589435,12/13/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-76.02295 42.10871)
24-64RH1-CR,"Shaw Integrated and Turf Solutions, Inc.",,Corporation,No,No,,PO Box 2128 Mail Drop (95-03,,Dalton,GA,30722,7065324691,12/20/2024,12/29/2026,Active,No,Out of State,No,No,No,,,,,No,No,No,No,No,Yes,No,
25-64ID4-CR,"SHAWMUT WOODWORKING & SUPPLY, INC.",Shawmut Design and Construction,Corporation,No,No,,560 Harrison Avenue,,Boston,MA,02118,6176227000,02/04/2025,02/04/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-71.06759 42.34093)
24-64FEX-CR,Shawn Malone Excavating Inc,,Corporation,No,No,,481 Peat Bed Road,,Hannibal,NY,13074,3155645664,12/21/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-76.54248 43.30733)
25-64Q4P-CR,"Shazi Construction Co., Inc.",Shazi Construction Co Inc,Corporation,Yes,No,,2758 east 26th stree,,Brooklyn,NY,11235,7186868711,01/15/2025,01/15/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.94292 40.58551)
25-64U4S-CR,"Shelby Crushed Stone, Inc.",,Corporation,No,No,,10830 Blair Rd,,Medina,NY,14103,5857984501,01/30/2025,01/30/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-78.42336 43.18922)
24-637BT-CR,"Shell Fab. & Design, Inc.",,Corporation,Yes,No,,3260 Clinton Street,,West Seneca,NY,14224,7168273003,12/06/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-78.763708 42.859444)
25-64ZTV-CR,Shen Milsom & Wilke NY LLC,,LLC,Yes,No,,275 Madison Avenue,Floor 14,New York,NY,10016,3322072309,02/11/2025,02/11/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.98028 40.75144)
24-64NXZ-CR,"Sherland & Farrington, Inc.",,Corporation,No,No,,"353 West 39th Street, Flr 3 S",,New York,NY,10018,2122067500,12/17/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.9934 40.75627)
24-634VG-CR,"Sherman Construction, Inc.",,Corporation,No,No,,7000 Airways Park Drive,,East Syracuse,NY,13057,3154276805,11/29/2024,12/29/2026,Active,No,Other,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-76.05925 43.11029)
25-64ZGX-CR,SHI International Corp.,,Corporation,Yes,No,,290 davidson ave,,Somerset,NJ,08873,7328688824,02/10/2025,02/10/2027,Active,Yes,,No,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-74.52744 40.53079)
25-64STL-CR,SHINAS CONSTRUCTION COMPANY LLC,,LLC,No,No,,1971 Western Ave.,Ste. 272,Albany,NY,12203,5184539402,02/07/2025,02/07/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,No,Yes,POINT (-73.87921 42.69549)
24-64NOL-CR,Shining Sky Inc,,Corporation,Yes,No,,2611 West 2nd Street,Apt#6C,Brooklyn,NY,11223,9292575818,12/17/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.9712 40.58566)
24-639NJ-CR,"Shona Mechanical, Inc.",,Corporation,No,No,,420 Peconic Street,,Ronkonkoma,NY,11779,6316750609,12/11/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.14107 40.79725)
25-64OTH-CR,Short Fuse Construction LLC,,LLC,No,No,,1349 CR 23B,,LEEDS,NY,12451,5189659377,01/21/2025,01/21/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.91221 42.25841)
25-64C4J-CR,Shriji Creations LLC,,Corporation,Yes,No,,718 Columbia Avenue,,North Bergen,NJ,07047,2017473147,01/09/2025,01/09/2027,Active,No,Out of State,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-74.04851 40.76083)
24-64RH9-CR,Shupper-Brickle Equipment Co.,,Corporation,No,No,,PO Box 728,,Clarksburg,NJ,08510,6092591223,12/20/2024,12/29/2026,Active,No,Out of State,Yes,No,No,,,,,No,No,No,No,No,Yes,No,
24-648NI-CR,"SIBA CONTRACTING, CORP.",,Corporation,No,Yes,IFTEKHAR  HAIDER,43 Wilmington Drive,Street Address 2,Melville,NY,11747,6316431012,12/26/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.37788 40.77737)
24-64RX6-CR,"Sicoli Construction Services, Inc.",,Corporation,No,No,,4800 Hyde Park Blvd,,Niagara Falls,NY,14305,7162050540,12/19/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-79.04061 43.1316)
25-64XLJ-CR,Sieges Ducharme Intl 1991 Inc.,24-870-5410,Corporation,No,No,,9275 Le Royer,,St-Léonard,,H1P 3H7,8882358888,01/17/2025,01/17/2027,Active,No,Out of State,No,No,No,,,,,No,No,No,No,No,No,Yes,
24-635IR-CR,"Siegrist & Sons Construction, Inc.",,Corporation,No,No,,6 Orchard Pl,,Poughkeepsie,NY,12601,8454734177,12/04/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.92839 41.71157)
24-64RX3-CR,"Siemens Energy, Inc.",,Corporation,No,No,,4400 Alafaya Trail,MC Q1-475 Legal Dept.,Orlando,FL,32826,4077362010,12/19/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,Yes,Yes,Yes,No,POINT (-81.20775 28.60343)
24-64NBS-CR,"Siemens Industry, Inc.",,Corporation,No,Yes,Ashley  Burke,50 Orville Drive,,Bohemia,NY,11716,9735756300,12/16/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,Yes,Yes,No,No,No,Yes,No,POINT (-73.10228 40.77822)
24-64RSH-CR,"SIENA FENCE COMPANY, INC.",,Corporation,No,No,,PO Box 4893,,Clifton Park,NY,12065,5188774362,12/20/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,
24-6379V-CR,"SI Engineering, P.C.",,Corporation,Yes,No,,107 Greenwich Street,19th Floor,New York,NY,10006,2123545939,12/09/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-74.01335 40.70852)
24-64B5E-CR,SIENIA CONSTRUCTION INC,,Corporation,Yes,No,,4814 54th AVE,,MASPETH,NY,11378,9177030010,12/16/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.91828 40.73072)
25-64AQ7-CR,SIENICK CIVIL CONSTRUCTION COMPANY INC.,,Corporation,No,No,,113 Alder Street,,West Babylon,NY,11704,6312932335,02/13/2025,02/13/2027,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,No,Yes,No,POINT (-73.3949 40.73147)
25-64KEO-CR,Sierra Contractors Corp.,,Corporation,Yes,No,,1129 Northern Blvd,Suite 404,Manhasset,NY,11030,6317420704,01/03/2025,01/03/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.70382 40.7904)
24-648GZ-CR,"Sierra Mechanical Contracting, Inc.",,Corporation,Yes,No,,1070 Highway 34 Suite 213,,Matawan,NJ,07747,7324410500,12/27/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-74.22905 40.39999)
25-64QDD-CR,SIG Contracting Corp.,,Corporation,No,No,,1019-38th street,,brooklyn,NY,11219,7186820066,01/14/2025,01/14/2027,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,No,Yes,No,POINT (-73.99173 40.64481)
25-64181-CR,SIGMA BUILDERS INC,,Corporation,Yes,No,,40 S CORONA AVE,,Valley Stream,NY,11580,3476840003,01/27/2025,01/27/2027,Active,No,Other,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.70032 40.66383)
25-64VPR-CR,Signage-Wayfinding-Construction LLC,,LLC,No,No,,"1 Sugarpine Pl, Endicott, NY 13760, USA",,Endicott,NY,13760,6077597713,01/07/2025,01/07/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-76.03614 42.12192)
25-64Z8Y-CR,"Signature Metal and Marble Maintenance, LLC",,Partnership,No,No,,600A East 132nd Street,2nd Floor,Bronx,NY,10454,7182928280,02/10/2025,02/10/2027,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,No,Yes,No,POINT (-73.91931 40.80252)
25-64V31-CR,"SIGNATURE SEALCOATING AND STRIPING SERVICE, INC.",SIGNATURE SEALCOATING & STRIPING SERVICE INC.,Corporation,No,No,,PO Box 772,,Jamestown,NY,14702,7166657031,01/08/2025,01/08/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,
24-64JD8-CR,"Sign Design Group of New York, Inc.",,Corporation,Yes,No,,395 Moreland Road,NA,Hauppage,NY,11788,7183920779,12/31/2024,12/31/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,No,Yes,No,POINT (-73.26962 40.81257)
25-64CDH-CR,SIGNS AND SAFETY DEVICES LLC,,LLC,Yes,No,,201 WILTON AVE,,MIDDLESEX,NJ,08846,7323023007,01/08/2025,01/08/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-74.48234 40.57665)
24-64NIC-CR,Signs & Decal Corp.,SD Works,Corporation,Yes,No,,410 Morgan Avenue,,Brooklyn,NY,11211,7184866400,12/17/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.93703 40.7183)
25-64J3N-CR,Silk Installations Inc,,LLC,No,No,,214 N. 4th st.,,Ronkonkoma,NY,11779,6319262008,01/02/2025,01/02/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.13736 40.82819)
25-64CN1-CR,Silnap Corp.,Silnap Corp.,Corporation,No,No,,33 Old Neck Court,,Manorville,NY,11949,5169013259,01/08/2025,01/08/2027,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,Yes,Yes,No,POINT (-72.75933 40.84022)
25-64U3I-CR,Silver Fox Construction Services LLC,,LLC,No,No,,62 South Street,,Goshen,NY,10924,8454678913,01/30/2025,01/30/2027,Active,No,Other,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-74.32178 41.39547)
24-64B38-CR,Silverite Construction Co Inc.,,Corporation,No,No,,520 West Old Country,Silverite,Hicksville,NY,11801,5166810562,12/16/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,No,Yes,No,POINT (-73.5449 40.75795)
24-64DD1-CR,Silver Slate Group LLC,,LLC,Yes,No,,286 Madison Ave,2ND FLOOR,New York,NY,10017,2127257700,12/18/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.98012 40.75165)
25-64UZV-CR,Simple Air Hvac Corp,,Corporation,Yes,No,,3423 146th st,,flushing,NY,11354,9175959707,01/30/2025,01/30/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.82097 40.7665)
24-63HP1-CR,Simpson & Brown Inc.,,Corporation,No,No,,119 North Avenue West,,Cranford,NJ,07016,9082762776,12/05/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,No,Yes,No,POINT (-74.30845 40.65522)
24-64RRY-CR,SIMS STEEL CORPORATION,,Corporation,No,No,,650 Muncy Ave,,Lindenhurst,NY,11757,6315878670,12/19/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,No,Yes,No,POINT (-73.35414 40.69803)
24-636KI-CR,Singh & James Development Group LLC,,LLC,Yes,No,,1912 New York 106,,Syosset,NY,11791,5162502822,12/10/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.53097 40.8221)
25-64QGI-CR,Singh Landscaping & Lawn Sprinkler Corp.,,Corporation,No,No,,99-05 211th street,,Queens Village,NY,11429,7187403068,01/14/2025,01/14/2027,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,No,Yes,No,POINT (-73.74863 40.71369)
25-64PGN-CR,"SIPALA LANDSCAPE SERVICES, INC.",Island Irrigation,Corporation,No,No,,8 Macniece Place,,Dix Hills,NY,11746,6315868846,01/10/2025,01/10/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.34092 40.79693)
25-64QL1-CR,"Sippel Co., Inc. dba Sippel Steel Fab","Sippel Co., Inc. dba Sippel Steel Fab",Corporation,No,No,,21 Century Drive,,Ambridge,PA,15003,7242669800,01/15/2025,01/15/2027,Active,No,Out of State,No,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-80.22541 40.57651)
24-64YAZ-CR,"Siracusa Mechanical, Inc.",,Corporation,No,No,,PO Box 368,,Auburn,NY,13021,3152525046,12/13/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,Yes,Yes,No,
25-64QPL-CR,Sirina Fire Protection Corp.,,Corporation,No,No,,151 Herricks Road,,Garden City Park,NY,11040,5169420400,01/14/2025,01/14/2027,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,Yes,Yes,No,POINT (-73.65505 40.74149)
24-64BQ6-CR,Sirina Protection Systems Corp.,,Corporation,No,No,,151 Herricks Road,,Garden City Park,NY,11040,2129296800,12/16/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,Yes,Yes,No,POINT (-73.65505 40.74149)
24-64DZY-CR,"SITE SAFETY, LLC",,LLC,No,No,,29 West 38th st,12th floor,new york,NY,10018,2126837200,12/18/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,No,Yes,No,POINT (-73.98434 40.75164)
25-64UF3-CR,"SiteWorks Construction & Excavating, LLC",SiteWorks Construction & Excavation,LLC,No,No,,580 Shore Drive,,West Henrietta,NY,14586,5857481228,01/29/2025,01/29/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-77.69608 43.07118)
24-633BN-CR,Siteworks Contracting Corp.,,Corporation,Yes,No,,PO Box 3290,,MOUNT VERNON,NY,10553,9146636355,11/25/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,
24-63HYJ-CR,Siteworx Inc.,,Corporation,No,No,,2370 US Hwy 11,,Whitney Point,NY,13862,6076344286,12/04/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-75.94173 42.3066)
25-64TR6-CR,SJBS CONSTRUCTION INC,,Corporation,Yes,No,,1159 KOSSUTH AVE,,UTICA,NY,13501,3157350109,01/22/2025,01/22/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-75.21809 43.08815)
24-64NU5-CR,S.J. Electric Inc.,,Corporation,No,No,,228 Merrick Road,,Lynbrook,NY,11563,5165963600,12/17/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,Yes,Yes,No,POINT (-73.66729 40.65797)
24-6393T-CR,"S&J Entrance & Window Specialists, Inc.",,Corporation,No,No,,174 Marine St,,Farmingdale,NY,11735,6318457033,12/12/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,Yes,Yes,No,POINT (-73.41304 40.7153)
24-64YVK-CR,"SJ HOERNING CONSTRUCTION, INC.",,Corporation,No,No,,1471 Fifth Ave,,Bay Shore,NY,11706,6312061676,12/12/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.26357 40.74772)
25-64KUO-CR,"SJS Construction Company, Inc.","SJS Construction Co., Inc.",Corporation,No,No,,271 Skip Lane,,Bay Shore,NY,11706,6318933060,01/05/2025,01/05/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.28536 40.76385)
24-634TA-CR,"SJT Floor Covering, Inc.",,Corporation,No,No,,191 Stairs Road,,Amsterdam,NY,12010,5188571627,12/02/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,Yes,Yes,No,POINT (-74.15975 43.00899)
24-633Z4-CR,"S.J. Thomas Co., Inc.",,Corporation,No,No,,300 Burnet Avenue,,Syracuse,NY,13203,3154725288,11/26/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-76.14357 43.05228)
24-633SE-CR,"Skanex Pipe Services, Inc.",,Corporation,No,No,,753 ROWLEY ROAD,,VICTOR,NY,14564,5859244070,11/26/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-77.43689 43.00253)
24-64FRA-CR,Skanska Koch Inc.,,Corporation,No,No,,400 Roosevelt Avenue,,Carteret,NJ,07008,9173342112,12/20/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,Yes,Yes,No,POINT (-74.21313 40.57985)
25-64J6G-CR,SKANSKA RJ INDUSTRIES NR JV,,Partnership,No,No,,7520 Astoria Blvd,Ste 200,East Elmurst,NY,11370,3476145582,01/02/2025,01/02/2027,Active,No,Other,No,No,No,,,,,No,No,Yes,No,Yes,No,Yes,POINT (-73.89261 40.76576)
