Prime Contract ID,Contract Includes Sub Vendors,Vendor Record Type,Prime Vendor,Prime Vendor M/WBE Category,Prime Contract Purpose,Prime Contract Current Amount,Prime Contract Original Amount,Prime Vendor Spend to Date,Prime Contract Start Date,Prime Contract End Date,Prime Woman Owned Business,Prime Emerging Business,Prime Contracting Agency,OCA Number,Prime Contract Type,Prime Contract Award Method,Prime Contract Expense Category,Sub Vendor,Sub Vendor M/WBE Category,Sub Contract Purpose,Subcontract Status,Sub Contract Industry,Sub Contract Current Amount,Sub Contract Original Amount,Sub Vendor Paid to Date,Sub Contract Start Date,Sub Contract End Date,Sub Woman Owned Business,Sub Emerging Business
CT182620248804115,yes,Sub Vendor,NYCMC CORP,Asian American,JOC24-BWSO-3G: Gen. Constr. Job Order Contract Region 3 (MN),0.0,0.0,0.0,2/5/2024,2/3/2025,No ,No ,Department of Environmental Protection,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, OTHR SERV AND CHRGS-GENERAL",OLYMPOS CORP,Hispanic American,ACM Abatement work for DEP Manhattan Repair Project,No Subcontract Payments Submitted,Construction Services,20000.0,20000.0,0.0,5/15/2024,12/31/2024,No ,No 
CT182620248804115,yes,Sub Vendor,NYCMC CORP,Asian American,JOC24-BWSO-3G: Gen. Constr. Job Order Contract Region 3 (MN),0.0,0.0,0.0,2/5/2024,2/3/2025,No ,No ,Department of Environmental Protection,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, OTHR SERV AND CHRGS-GENERAL",Steadflow Construction Corp,Non-M/WBE,"Sidewalk Bridge & Pipe Scaffolding, Structural Steel & New Roof System",No Subcontract Payments Submitted,Construction Services,550000.0,550000.0,0.0,5/15/2024,12/31/2024,No ,No 
CT182620248803870,yes,Prime Vendor,Anthony Rivara Contracting LLC,Non-M/WBE,"TI-6: Bulkhead and Dock Rehabilitation, Tallman Island WRRF",3940000.0,3940000.0,2515988.0,3/13/2024,3/14/2025,No ,No ,Department of Environmental Protection,1015339224.0,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,No ,No 
CT182620248803870,yes,Sub Vendor,Anthony Rivara Contracting LLC,Non-M/WBE,"TI-6: Bulkhead and Dock Rehabilitation, Tallman Island WRRF",0.0,0.0,0.0,3/13/2024,3/14/2025,No ,No ,Department of Environmental Protection,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS","Smyrna Ready Mix Concrete, LLC",Non-M/WBE,concrete and flowable fill,No Subcontract Payments Submitted,Construction Services,120000.0,120000.0,0.0,7/1/2024,3/14/2025,No ,No 
CT182620248803870,yes,Sub Vendor,Anthony Rivara Contracting LLC,Non-M/WBE,"TI-6: Bulkhead and Dock Rehabilitation, Tallman Island WRRF",0.0,0.0,0.0,3/13/2024,3/14/2025,No ,No ,Department of Environmental Protection,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",SOUND ENVIRONMENTAL ASSOCIATES LLC,Women (Non-Minority),EHS Rep and Soil Sampling Plan Development,ACCO Reviewing Subcontract,Construction Services,96000.0,5000.0,0.0,6/3/2024,3/14/2025,Yes,No 
CT182620248803870,yes,Sub Vendor,Anthony Rivara Contracting LLC,Non-M/WBE,"TI-6: Bulkhead and Dock Rehabilitation, Tallman Island WRRF",0.0,0.0,0.0,3/13/2024,3/14/2025,No ,No ,Department of Environmental Protection,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",CORONA INDUSTRIES CORP,Hispanic American,225ft of chain link fence,No Subcontract Payments Submitted,Construction Services,53088.0,53088.0,0.0,6/24/2024,3/14/2025,No ,No 
CT182620248803870,yes,Sub Vendor,Anthony Rivara Contracting LLC,Non-M/WBE,"TI-6: Bulkhead and Dock Rehabilitation, Tallman Island WRRF",0.0,0.0,0.0,3/13/2024,3/14/2025,No ,No ,Department of Environmental Protection,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",COMPETENT SAFETY LLC,Black American,EHS Site Rep,ACCO Rejected Subcontract,Construction Services,98000.0,98000.0,0.0,6/3/2024,3/14/2025,No ,No 
CT182620248803870,yes,Sub Vendor,Anthony Rivara Contracting LLC,Non-M/WBE,"TI-6: Bulkhead and Dock Rehabilitation, Tallman Island WRRF",0.0,0.0,0.0,3/13/2024,3/14/2025,No ,No ,Department of Environmental Protection,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",INTERNATIONAL ASBESTOS REMOVAL INC,Women (Non-Minority),Asbestos abatement,No Subcontract Payments Submitted,Construction Services,14500.0,14500.0,0.0,6/3/2024,3/14/2025,Yes,No 
CT182620248803870,yes,Sub Vendor,Anthony Rivara Contracting LLC,Non-M/WBE,"TI-6: Bulkhead and Dock Rehabilitation, Tallman Island WRRF",0.0,0.0,0.0,3/13/2024,3/14/2025,No ,No ,Department of Environmental Protection,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",EASTERN LANDSCAPE CONTRACTORS INC,Women (Non-Minority),landscaping,No Subcontract Payments Submitted,Construction Services,134166.65,134166.65,0.0,6/1/2024,3/13/2025,Yes,No 
CT182620248803870,yes,Sub Vendor,Anthony Rivara Contracting LLC,Non-M/WBE,"TI-6: Bulkhead and Dock Rehabilitation, Tallman Island WRRF",0.0,0.0,0.0,3/13/2024,3/14/2025,No ,No ,Department of Environmental Protection,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",WANG TECHNOLOGY LLC,Asian American,Geotechnical instrumentation and monitoring,No Subcontract Payments Submitted,Construction Services,30540.0,30540.0,0.0,6/3/2024,6/21/2024,No ,No 
CT182620248803870,yes,Sub Vendor,Anthony Rivara Contracting LLC,Non-M/WBE,"TI-6: Bulkhead and Dock Rehabilitation, Tallman Island WRRF",0.0,0.0,0.0,3/13/2024,3/14/2025,No ,No ,Department of Environmental Protection,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",NEW YORK GEOMATICS INC,Hispanic American,Land Survey,No Subcontract Payments Submitted,Construction Services,6000.0,6000.0,0.0,5/15/2024,2/12/2025,No ,No 
CT182620248803870,yes,Sub Vendor,Anthony Rivara Contracting LLC,Non-M/WBE,"TI-6: Bulkhead and Dock Rehabilitation, Tallman Island WRRF",0.0,0.0,0.0,3/13/2024,3/14/2025,No ,No ,Department of Environmental Protection,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS","ATLANTIC REINFORCING CO., INC.",Women (Non-Minority),Rebar,No Subcontract Payments Submitted,Construction Services,32250.0,32250.0,0.0,7/1/2024,12/25/2024,Yes,No 
CT182620248803870,yes,Sub Vendor,Anthony Rivara Contracting LLC,Non-M/WBE,"TI-6: Bulkhead and Dock Rehabilitation, Tallman Island WRRF",0.0,0.0,0.0,3/13/2024,3/14/2025,No ,No ,Department of Environmental Protection,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",NEW YORK GEOMATICS INC,Hispanic American,Land Survey Subcontractor,ACCO Reviewing Subcontract,Construction Services,12000.0,12000.0,0.0,5/15/2024,11/13/2024,No ,No 
CT182620241411358,yes,Prime Vendor,BEN CICCONE INC,Non-M/WBE,CRO-534 - West Branch Auxiliary Dam Slope Safety Improvement,15928995.5,15928995.5,7694022.14,2/28/2024,10/11/2026,No ,No ,Department of Environmental Protection,1015208954.0,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,No ,No 
CT182620241411358,yes,Sub Vendor,BEN CICCONE INC,Non-M/WBE,CRO-534 - West Branch Auxiliary Dam Slope Safety Improvement,0.0,0.0,0.0,2/28/2024,10/11/2026,No ,No ,Department of Environmental Protection,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",JP MCHALE PEST MANAGEMENT,Non-M/WBE,Provide Pest Control Services,ACCO Canceled Subcontract,Construction Services,8301.53,8301.53,0.0,2/17/2025,10/11/2026,No ,No 
CT182620241411358,yes,Sub Vendor,BEN CICCONE INC,Non-M/WBE,CRO-534 - West Branch Auxiliary Dam Slope Safety Improvement,0.0,0.0,0.0,2/28/2024,10/11/2026,No ,No ,Department of Environmental Protection,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Imperial Asphalt & Aggregate Distributor inc,Black American,"Asphalt Pavement Joint Adhesive, Fog Seal, Tack Coat",No Subcontract Payments Submitted,Construction Services,26587.32,26587.32,0.0,2/5/2025,10/11/2026,No ,No 
CT182620241411358,yes,Sub Vendor,BEN CICCONE INC,Non-M/WBE,CRO-534 - West Branch Auxiliary Dam Slope Safety Improvement,0.0,0.0,0.0,2/28/2024,10/11/2026,No ,No ,Department of Environmental Protection,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",SAFETY MARKING INC.,Non-M/WBE,Pavement Marking,No Subcontract Payments Submitted,Construction Services,11049.0,11049.0,0.0,2/5/2025,10/11/2026,No ,No 
CT182620241411358,yes,Sub Vendor,BEN CICCONE INC,Non-M/WBE,CRO-534 - West Branch Auxiliary Dam Slope Safety Improvement,0.0,0.0,0.0,2/28/2024,10/11/2026,No ,No ,Department of Environmental Protection,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",JPC LOGISTICS LLC,Asian American,Engineering Services,ACCO Approved Subcontract,Construction Services,168220.13,168220.13,113774.06,3/27/2024,10/11/2026,Yes,No 
CT182620241411358,yes,Sub Vendor,BEN CICCONE INC,Non-M/WBE,CRO-534 - West Branch Auxiliary Dam Slope Safety Improvement,0.0,0.0,0.0,2/28/2024,10/11/2026,No ,No ,Department of Environmental Protection,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",TAM ENTERPRISES INC,Non-M/WBE,TV inspection of shafts in Carmel at the West Branch Auxiliary Dam.,No Subcontract Payments Submitted,Construction Services,15160.0,8880.0,0.0,4/17/2024,10/11/2026,No ,No 
CT182620241411358,yes,Sub Vendor,BEN CICCONE INC,Non-M/WBE,CRO-534 - West Branch Auxiliary Dam Slope Safety Improvement,0.0,0.0,0.0,2/28/2024,10/11/2026,No ,No ,Department of Environmental Protection,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS","Alcaide, Inc.",Non-M/WBE,Cast-in-Place Concrete Curb and Paving,ACCO Reviewing Subcontract,Construction Services,521431.3,521431.3,0.0,5/5/2025,10/11/2026,No ,No 
CT182620241411358,yes,Sub Vendor,BEN CICCONE INC,Non-M/WBE,CRO-534 - West Branch Auxiliary Dam Slope Safety Improvement,0.0,0.0,0.0,2/28/2024,10/11/2026,No ,No ,Department of Environmental Protection,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS","Alcaide, Inc.",Non-M/WBE,Cast-in-Place Concrete Curb and Paving,ACCO Canceled Subcontract,Construction Services,521431.3,521431.3,0.0,5/5/2025,10/11/2026,No ,No 
CT182620241411358,yes,Sub Vendor,BEN CICCONE INC,Non-M/WBE,CRO-534 - West Branch Auxiliary Dam Slope Safety Improvement,0.0,0.0,0.0,2/28/2024,10/11/2026,No ,No ,Department of Environmental Protection,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS","Alcaide, Inc.",Non-M/WBE,Cast-in-Place Concrete Curb and Paving,ACCO Canceled Subcontract,Construction Services,521431.3,521431.3,0.0,5/5/2025,10/11/2026,No ,No 
CT182620241411358,yes,Sub Vendor,BEN CICCONE INC,Non-M/WBE,CRO-534 - West Branch Auxiliary Dam Slope Safety Improvement,0.0,0.0,0.0,2/28/2024,10/11/2026,No ,No ,Department of Environmental Protection,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",SOUND ENVIRONMENTAL ASSOCIATES LLC,Women (Non-Minority),Safety Professional Services,ACCO Approved Subcontract,Construction Services,56825.27,56825.27,5739.0,7/29/2024,10/11/2026,Yes,No 
CT182620241411358,yes,Sub Vendor,BEN CICCONE INC,Non-M/WBE,CRO-534 - West Branch Auxiliary Dam Slope Safety Improvement,0.0,0.0,0.0,2/28/2024,10/11/2026,No ,No ,Department of Environmental Protection,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",CASSONE LEASING INC,Women (Non-Minority),Furnish for purchase 60'x24' office trailer,ACCO Approved Subcontract,Construction Services,237558.0,237558.0,237558.0,7/22/2024,10/11/2026,Yes,No 
CT182620241411358,yes,Sub Vendor,BEN CICCONE INC,Non-M/WBE,CRO-534 - West Branch Auxiliary Dam Slope Safety Improvement,0.0,0.0,0.0,2/28/2024,10/11/2026,No ,No ,Department of Environmental Protection,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",INSTASPACE LLC,Non-M/WBE,Union Carpenter Contractor - Office Trailer Installation,ACCO Reviewing Subcontract,Construction Services,15560.0,15560.0,0.0,7/22/2024,10/11/2026,No ,No 
CT182620241411358,yes,Sub Vendor,BEN CICCONE INC,Non-M/WBE,CRO-534 - West Branch Auxiliary Dam Slope Safety Improvement,0.0,0.0,0.0,2/28/2024,10/11/2026,No ,No ,Department of Environmental Protection,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS","GBC SAFETY & CONSTRUCTION SERVICES, INC.",Non-M/WBE,Facilitate project partnering and develop project charter,No Subcontract Payments Submitted,Construction Services,11450.0,11450.0,0.0,8/2/2024,10/11/2026,No ,No 
CT182620241411358,yes,Sub Vendor,BEN CICCONE INC,Non-M/WBE,CRO-534 - West Branch Auxiliary Dam Slope Safety Improvement,0.0,0.0,0.0,2/28/2024,10/11/2026,No ,No ,Department of Environmental Protection,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",MOHEGAN ASSOCIATES INC.,Women (Non-Minority),Furnish and Install Guide Rails,No Subcontract Payments Submitted,Construction Services,192371.5,192371.5,0.0,4/1/2025,10/11/2026,Yes,No 
CT182620241411358,yes,Sub Vendor,BEN CICCONE INC,Non-M/WBE,CRO-534 - West Branch Auxiliary Dam Slope Safety Improvement,0.0,0.0,0.0,2/28/2024,10/11/2026,No ,No ,Department of Environmental Protection,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS","North Country Garden Center,Inc",Non-M/WBE,"Furnish labor, and equipment for landscaping services.",ACCO Approved Subcontract,Construction Services,34787.02,34787.02,1780.0,4/1/2024,10/11/2026,No ,No 
CT182620241411358,yes,Sub Vendor,BEN CICCONE INC,Non-M/WBE,CRO-534 - West Branch Auxiliary Dam Slope Safety Improvement,0.0,0.0,0.0,2/28/2024,10/11/2026,No ,No ,Department of Environmental Protection,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",NJ & C ASSOCIATES INC,Hispanic American,Furnish weekly service for two (2) portable toilets and provide potable water tanks.,ACCO Approved Subcontract,Construction Services,34300.0,34300.0,5391.79,4/1/2024,10/11/2026,Yes,No 
CT182620241411358,yes,Sub Vendor,BEN CICCONE INC,Non-M/WBE,CRO-534 - West Branch Auxiliary Dam Slope Safety Improvement,0.0,0.0,0.0,2/28/2024,10/11/2026,No ,No ,Department of Environmental Protection,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",EAST COAST INDUSTRIAL SERVICES INC,Women (Non-Minority),Street Sweeping,ACCO Approved Subcontract,Construction Services,39581.0,39581.0,3370.0,4/1/2024,10/11/2026,Yes,No 
CT182620241411358,yes,Sub Vendor,BEN CICCONE INC,Non-M/WBE,CRO-534 - West Branch Auxiliary Dam Slope Safety Improvement,0.0,0.0,0.0,2/28/2024,10/11/2026,No ,No ,Department of Environmental Protection,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",TREMSON CORP,Non-M/WBE,Clearing and grubbing.,No Subcontract Payments Submitted,Construction Services,69600.0,69600.0,0.0,4/1/2024,10/11/2026,No ,No 
CT182620241411358,yes,Sub Vendor,BEN CICCONE INC,Non-M/WBE,CRO-534 - West Branch Auxiliary Dam Slope Safety Improvement,0.0,0.0,0.0,2/28/2024,10/11/2026,No ,No ,Department of Environmental Protection,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",JP HOGAN CORING & SAWING CO,Women (Non-Minority),Sawcutting as directed.,No Subcontract Payments Submitted,Construction Services,132960.0,132960.0,0.0,4/1/2024,10/11/2026,Yes,No 
CT182620241411358,yes,Sub Vendor,BEN CICCONE INC,Non-M/WBE,CRO-534 - West Branch Auxiliary Dam Slope Safety Improvement,0.0,0.0,0.0,2/28/2024,10/11/2026,No ,No ,Department of Environmental Protection,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",ALLMAN ENVIRONMENTAL SERVICES PHOTOGRAGY,Non-M/WBE,"Preconstruction, progress and final completion photo and video services.",ACCO Approved Subcontract,Construction Services,47540.0,47540.0,10270.0,4/1/2024,10/11/2026,No ,No 
CT182620241411358,yes,Sub Vendor,BEN CICCONE INC,Non-M/WBE,CRO-534 - West Branch Auxiliary Dam Slope Safety Improvement,0.0,0.0,0.0,2/28/2024,10/11/2026,No ,No ,Department of Environmental Protection,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",MUNOZ TRUCKING CORPORATION,Hispanic American,Truck rental and trucking of aggregates.,ACCO Approved Subcontract,Construction Services,1524744.0,1524744.0,500151.49,4/1/2024,10/11/2026,No ,No 
CT182620241411358,yes,Sub Vendor,BEN CICCONE INC,Non-M/WBE,CRO-534 - West Branch Auxiliary Dam Slope Safety Improvement,0.0,0.0,0.0,2/28/2024,10/11/2026,No ,No ,Department of Environmental Protection,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",B & B Concrete Enterprises Inc,Non-M/WBE,"Construct concrete swale, seepage chamber riser, vault improvements.",No Subcontract Payments Submitted,Construction Services,86000.0,86000.0,0.0,4/1/2024,10/11/2026,No ,No 
CT182620241411358,yes,Sub Vendor,BEN CICCONE INC,Non-M/WBE,CRO-534 - West Branch Auxiliary Dam Slope Safety Improvement,0.0,0.0,0.0,2/28/2024,10/11/2026,No ,No ,Department of Environmental Protection,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",BADEY & WATSON SURVEYING & ENGINEERING PC,Women (Non-Minority),Construction Survey and Stakeout.,ACCO Approved Subcontract,Construction Services,57723.0,57723.0,19560.0,4/1/2024,10/11/2026,Yes,No 
CT182620241411358,yes,Sub Vendor,BEN CICCONE INC,Non-M/WBE,CRO-534 - West Branch Auxiliary Dam Slope Safety Improvement,0.0,0.0,0.0,2/28/2024,10/11/2026,No ,No ,Department of Environmental Protection,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",APPLE MAINTENANCE & SERVICES INC,Hispanic American,Office Cleaning,ACCO Approved Subcontract,Construction Services,94400.0,94400.0,8640.63,3/29/2024,10/11/2026,No ,No 
CT182620241411358,yes,Sub Vendor,BEN CICCONE INC,Non-M/WBE,CRO-534 - West Branch Auxiliary Dam Slope Safety Improvement,0.0,0.0,0.0,2/28/2024,10/11/2026,No ,No ,Department of Environmental Protection,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",NAUGHTON ENERGY CORP,Asian American,Equipment Fueling,ACCO Approved Subcontract,Construction Services,275318.26,275318.26,6450.16,3/28/2024,10/11/2026,No ,No 
CT182620241411358,yes,Sub Vendor,BEN CICCONE INC,Non-M/WBE,CRO-534 - West Branch Auxiliary Dam Slope Safety Improvement,0.0,0.0,0.0,2/28/2024,10/11/2026,No ,No ,Department of Environmental Protection,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS","RAY S. PANTEL INC.,",Non-M/WBE,Temporary Electrical Service for Construction Trailers,No Subcontract Payments Submitted,Construction Services,48500.0,48500.0,0.0,3/28/2024,10/11/2026,No ,No 
CT182620241410264,no,Prime Vendor,STATE OF NEW YORK,Individuals and Others,CAT-515 Hudson River Drainage Chamber Rail Crossing Agreemen,14000000.0,14000000.0,0.0,2/13/2024,12/31/2027,No ,No ,Department of Environmental Protection,1015138658.0,CONSTRUCTION,GOVERNMENT TO GOVERNMENT,IOTB CONSTRUCTION,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CT181920251409211,no,Prime Vendor,Sweet Group LLC,Non-M/WBE,CONSTRUCTION RENOVATION SERVICES PJ#24202204,12069614.26,12069614.26,0.0,11/29/2024,11/28/2027,No ,No ,Health and Hospitals Corporation,1016224309.0,CONSTRUCTION,COMPETITIVE SEALED BIDDING,DESIGN-CONSULTANT-BUILDINGS,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CT181920251408988,no,Prime Vendor,MYERS RESTAURANT SUPPLY LLC,Non-M/WBE,PJ#29202442 INSTALL D' KITCHEN INSTALL MODEL,300000.0,300000.0,0.0,7/1/2024,12/31/2025,No ,No ,Health and Hospitals Corporation,1016215602.0,CONSTRUCTION,INTERGOVERNMENTAL PROCUREMENT,CAPITAL PURCHASED EQUIPMENT,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CT181920251408987,no,Prime Vendor,HOLT CONSTRUCTION CORP,Non-M/WBE,PJ#11202104-GENERAL CONSTRUCTION FOR NEW INFUSION CENTER,2271327.0,2271327.0,0.0,12/1/2024,11/30/2027,No ,No ,Health and Hospitals Corporation,1016215281.0,CONSTRUCTION,COMPETITIVE SEALED BIDDING,CONSTRUCTION-BUILDINGS,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CT181920251408433,no,Prime Vendor,VANGUARD CONSTRUCTION AND DEVELOPMENT CO INC,Non-M/WBE,PJ#33201901- L&D AND MATERIAL FETAL MEDICINE UNIT RENOVATION,11783528.0,11783528.0,0.0,9/1/2024,8/30/2027,No ,No ,Health and Hospitals Corporation,1016177819.0,CONSTRUCTION,COMPETITIVE SEALED BIDDING,CONSTRUCTION-BUILDINGS,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CT181920251408431,no,Prime Vendor,VANGUARD CONSTRUCTION AND DEVELOPMENT CO INC,Non-M/WBE,BUILDING CONVERSION CATH LABS TO OPERATING ROOM PJ#29202111,5759252.0,5759252.0,0.0,12/1/2024,11/30/2027,No ,No ,Health and Hospitals Corporation,1016175347.0,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, DESIGN-CONSULTANT-BUILDINGS",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CT181920251407609,no,Prime Vendor,AXIS CONSTRUCTION CORP,Non-M/WBE,DESIGN/BUILD SERVICES AS PER THE SIGNED DESIGN -PJ#26202201,21910667.0,21910667.0,0.0,7/1/2024,6/30/2027,No ,No ,Health and Hospitals Corporation,1016146098.0,CONSTRUCTION,REQUEST FOR  PROPOSAL (RFP),"CONSTRUCTION-BUILDINGS, DESIGN-CONSULTANT-BUILDINGS",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CT181920251405042,no,Prime Vendor,VANGUARD CONSTRUCTION AND DEVELOPMENT CO INC,Non-M/WBE,PJ#33201301-EMERGENCY DEPARTMENT RENOVATION AND EXPANSION,1021631.0,1021631.0,0.0,9/1/2024,8/30/2027,No ,No ,Health and Hospitals Corporation,1015941767.0,CONSTRUCTION,REQUEST FOR  PROPOSAL (RFP),CONSTRUCTION-BUILDINGS,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CT181920251400871,no,Prime Vendor,"ACS SYSTEM ASSOCIATES, INC",Asian American,PO#BEL0205151- PJ# SAND1122- INSTALL NEW COOLING SYSTEM,2875000.0,2875000.0,0.0,7/1/2024,6/30/2027,No ,No ,Health and Hospitals Corporation,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,CONSTRUCTION-BUILDINGS,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CT181920241419861,no,Prime Vendor,ZAMAN CONSTRUCTION CORP,Asian American,WOODHULL - ZAMAN CONSTRUCTION PJ# 48202203 PO# WOO0066869,16096003.0,16096003.0,818258.1,6/15/2024,6/14/2026,No ,No ,Health and Hospitals Corporation,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,CONSTRUCTION-BUILDINGS,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CT181920241419471,no,Prime Vendor,BA GLOBAL CONSTRUCTION CORP,Asian American,"PJ - 24202208 -PO#NOR0048340, NOR0048110 INSTALL NEW BOILER",10000000.0,10000000.0,886486.66,1/1/2024,12/31/2025,Yes,No ,Health and Hospitals Corporation,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,CONSTRUCTION-BUILDINGS,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
