Prime Contract ID,Contract Includes Sub Vendors,Vendor Record Type,Prime Vendor,Prime Vendor M/WBE Category,Prime Contract Purpose, Prime Contract Current Amount , Prime Contract Original Amount , Prime Vendor Spend to Date ,Prime Contract Start Date,Prime Contract End Date,Prime Contract Registration Date,Prime Woman Owned Business,Prime Emerging Business,Prime Contracting Agency,OCA Number,Prime Contract Version,FMS Document/Parent Contract ID,Prime Contract Type,Prime Contract Award Method,Prime Contract Expense Category,Prime Contract Industry,Prime Contract PIN,Prime Contract APT PIN,% COVID Spending,% Other Spending,Sub Vendor,Sub Vendor M/WBE Category,Sub Contract Purpose,Subcontract Status,Sub Contract Industry,Sub Contract Current Amount,Sub Contract Original Amount,Sub Vendor Paid to Date,Sub Contract Start Date,Sub Contract End Date,Sub Contract Reference ID,Sub Woman Owned Business,Sub Emerging Business
CT182620248808894,Yes,Sub Vendor,P&T II CONTRACTING CORP,Non-M/WBE,LSLRPBX3: Lead Service Line Replacement Program Area E Bronx, $-   , $-   , $-   ,5/20/2024,8/28/2025,6/28/2024,No ,No ,Department of Environmental Protection,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,82624B0019001,,-,-,MJR TRUCKING CORP,Hispanic American,Service Installation/Restoration,ACCO Canceled Subcontract,Construction Services,314000,314000,0,12/2/2024,8/28/2025,004,No ,No 
CT182620248808894,Yes,Sub Vendor,P&T II CONTRACTING CORP,Non-M/WBE,LSLRPBX3: Lead Service Line Replacement Program Area E Bronx, $-   , $-   , $-   ,5/20/2024,8/28/2025,6/28/2024,No ,No ,Department of Environmental Protection,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,82624B0019001,,-,-,"Stokes Creative Group, Inc.",Women (Non-Minority),Construction Photography,ACCO Canceled Subcontract,Construction Services,5000,5000,0,12/2/2024,8/28/2025,006,Yes,No 
CT182620248808894,Yes,Sub Vendor,P&T II CONTRACTING CORP,Non-M/WBE,LSLRPBX3: Lead Service Line Replacement Program Area E Bronx, $-   , $-   , $-   ,5/20/2024,8/28/2025,6/28/2024,No ,No ,Department of Environmental Protection,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,82624B0019001,,-,-,"Stokes Creative Group, Inc.",Women (Non-Minority),Photos,ACCO Canceled Subcontract,Construction Services,5000,5000,0,10/21/2024,8/28/2025,003,Yes,No 
CT182620248808894,Yes,Sub Vendor,P&T II CONTRACTING CORP,Non-M/WBE,LSLRPBX3: Lead Service Line Replacement Program Area E Bronx, $-   , $-   , $-   ,5/20/2024,8/28/2025,6/28/2024,No ,No ,Department of Environmental Protection,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,82624B0019001,,-,-,R & N TRANSPORTATION  INC,Black American,Trucking and Hauling,ACCO Canceled Subcontract,Construction Services,400000,400000,0,10/1/2024,8/28/2025,001,No ,No 
CT182620248808894,Yes,Sub Vendor,P&T II CONTRACTING CORP,Non-M/WBE,LSLRPBX3: Lead Service Line Replacement Program Area E Bronx, $-   , $-   , $-   ,5/20/2024,8/28/2025,6/28/2024,No ,No ,Department of Environmental Protection,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,82624B0019001,,-,-,MJR TRUCKING CORP,Hispanic American,Service Installation/Restoration,ACCO Canceled Subcontract,Construction Services,314000,314000,0,10/1/2024,8/28/2025,002,No ,No 
CT182620248808891,Yes,Prime Vendor,DEBOE CONSTRUCTION CORP.,Non-M/WBE,"Lead Service Line Replacement Program Area B, Bronx"," $10,605,913.00 "," $10,605,913.00 ", $-   ,5/20/2024,11/21/2025,7/3/2024,Yes,No ,Department of Environmental Protection,1015574317,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,82624B0025001,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CT182620248808891,Yes,Sub Vendor,DEBOE CONSTRUCTION CORP.,Non-M/WBE,"Lead Service Line Replacement Program Area B, Bronx", $-   , $-   , $-   ,5/20/2024,11/21/2025,7/3/2024,Yes,No ,Department of Environmental Protection,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,82624B0025001,,-,-,PDK COMMERCIAL PHOTOGRAPHERS LTD,Women (Non-Minority),Photographer,ACCO Reviewing Subcontract,Construction Services,43320,43320,0,11/1/2024,11/20/2025,006,Yes,No 
CT182620248808891,Yes,Sub Vendor,DEBOE CONSTRUCTION CORP.,Non-M/WBE,"Lead Service Line Replacement Program Area B, Bronx", $-   , $-   , $-   ,5/20/2024,11/21/2025,7/3/2024,Yes,No ,Department of Environmental Protection,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,82624B0025001,,-,-,"MIRMAX ENGINEERING, PC",Hispanic American,MPT Design,ACCO Reviewing Subcontract,Construction Services,5000,5000,0,8/12/2024,11/21/2025,007,No ,No 
CT182620248808891,Yes,Sub Vendor,DEBOE CONSTRUCTION CORP.,Non-M/WBE,"Lead Service Line Replacement Program Area B, Bronx", $-   , $-   , $-   ,5/20/2024,11/21/2025,7/3/2024,Yes,No ,Department of Environmental Protection,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,82624B0025001,,-,-,"Promina Engineering, P.C.",Women (Non-Minority),Outreach Services,ACCO Reviewing Subcontract,Construction Services,15600,15600,0,8/12/2024,11/20/2025,008,Yes,No 
CT182620248808891,Yes,Sub Vendor,DEBOE CONSTRUCTION CORP.,Non-M/WBE,"Lead Service Line Replacement Program Area B, Bronx", $-   , $-   , $-   ,5/20/2024,11/21/2025,7/3/2024,Yes,No ,Department of Environmental Protection,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,82624B0025001,,-,-,South Bay Industries Inc,Black American,Trucking services,ACCO Reviewing Subcontract,Construction Services,412500,412500,0,1/6/2025,11/21/2025,005,No ,No 
CT182620248808891,Yes,Sub Vendor,DEBOE CONSTRUCTION CORP.,Non-M/WBE,"Lead Service Line Replacement Program Area B, Bronx", $-   , $-   , $-   ,5/20/2024,11/21/2025,7/3/2024,Yes,No ,Department of Environmental Protection,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,82624B0025001,,-,-,"MIRMAX ENGINEERING, PC",Hispanic American,MPT Design,ACCO Reviewing Subcontract,Construction Services,5000,5000,0,8/12/2024,11/21/2025,002,No ,No 
CT182620248808891,Yes,Sub Vendor,DEBOE CONSTRUCTION CORP.,Non-M/WBE,"Lead Service Line Replacement Program Area B, Bronx", $-   , $-   , $-   ,5/20/2024,11/21/2025,7/3/2024,Yes,No ,Department of Environmental Protection,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,82624B0025001,,-,-,"Promina Engineering, P.C.",Women (Non-Minority),Outreach Services,ACCO Reviewing Subcontract,Construction Services,15600,15600,0,8/12/2024,11/20/2025,003,Yes,No 
CT182620248808891,Yes,Sub Vendor,DEBOE CONSTRUCTION CORP.,Non-M/WBE,"Lead Service Line Replacement Program Area B, Bronx", $-   , $-   , $-   ,5/20/2024,11/21/2025,7/3/2024,Yes,No ,Department of Environmental Protection,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,82624B0025001,,-,-,APPLEMON CORPORATION,Women (Non-Minority),Engineering Services,ACCO Canceled Subcontract,Construction Services,1800,1800,0,8/12/2024,11/20/2025,004,Yes,No 
CT182620248808891,Yes,Sub Vendor,DEBOE CONSTRUCTION CORP.,Non-M/WBE,"Lead Service Line Replacement Program Area B, Bronx", $-   , $-   , $-   ,5/20/2024,11/21/2025,7/3/2024,Yes,No ,Department of Environmental Protection,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,82624B0025001,,-,-,PDK COMMERCIAL PHOTOGRAPHERS LTD,Women (Non-Minority),Photographer,ACCO Reviewing Subcontract,Construction Services,43320,43320,0,11/1/2024,11/20/2025,001,Yes,No 
CT182620248808883,Yes,Prime Vendor,JRCRUZ CORP,Non-M/WBE,LSLRPBX1: Lead Service Line Replacement Program Area A Bronx," $6,888,345.00 "," $6,888,345.00 ", $-   ,5/1/2024,8/9/2025,7/5/2024,No ,No ,Department of Environmental Protection,1015574321,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,82624B0016001,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CT182620248808883,Yes,Sub Vendor,JRCRUZ CORP,Non-M/WBE,LSLRPBX1: Lead Service Line Replacement Program Area A Bronx, $-   , $-   , $-   ,5/1/2024,8/9/2025,7/5/2024,No ,No ,Department of Environmental Protection,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,82624B0016001,,-,-,AEIS LLC   ATLASEVALUATION INSPECTION SERVICE,Women (Non-Minority),Material testing,ACCO Reviewing Subcontract,Construction Services,50000,50000,0,8/5/2024,8/9/2025,013,Yes,No 
CT182620248808883,Yes,Sub Vendor,JRCRUZ CORP,Non-M/WBE,LSLRPBX1: Lead Service Line Replacement Program Area A Bronx, $-   , $-   , $-   ,5/1/2024,8/9/2025,7/5/2024,No ,No ,Department of Environmental Protection,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,82624B0016001,,-,-,AEIS LLC   ATLASEVALUATION INSPECTION SERVICE,Asian American,Material testing,ACCO Reviewing Subcontract,Construction Services,50000,50000,0,8/5/2024,8/9/2025,013,Yes,No 
CT182620248808883,Yes,Sub Vendor,JRCRUZ CORP,Non-M/WBE,LSLRPBX1: Lead Service Line Replacement Program Area A Bronx, $-   , $-   , $-   ,5/1/2024,8/9/2025,7/5/2024,No ,No ,Department of Environmental Protection,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,82624B0016001,,-,-,JMD Building Products LLC,Women (Non-Minority),"Furnish, deliver, and offload piping materials",ACCO Canceled Subcontract,Construction Services,200000,200000,0,8/5/2024,8/9/2025,012,Yes,No 
CT182620248808883,Yes,Sub Vendor,JRCRUZ CORP,Non-M/WBE,LSLRPBX1: Lead Service Line Replacement Program Area A Bronx, $-   , $-   , $-   ,5/1/2024,8/9/2025,7/5/2024,No ,No ,Department of Environmental Protection,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,82624B0016001,,-,-,CARTER MILCHMAN & FRANK INC,Women (Non-Minority),"Furnish, deliver, and offload piping materials",ACCO Canceled Subcontract,Construction Services,300000,300000,0,8/5/2024,8/9/2025,011,Yes,No 
CT182620248808883,Yes,Sub Vendor,JRCRUZ CORP,Non-M/WBE,LSLRPBX1: Lead Service Line Replacement Program Area A Bronx, $-   , $-   , $-   ,5/1/2024,8/9/2025,7/5/2024,No ,No ,Department of Environmental Protection,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,82624B0016001,,-,-,AEIS LLC   ATLASEVALUATION INSPECTION SERVICE,Women (Non-Minority),Material Testing,ACCO Canceled Subcontract,Construction Services,50000,50000,0,8/5/2024,8/9/2025,010,Yes,No 
CT182620248808883,Yes,Sub Vendor,JRCRUZ CORP,Non-M/WBE,LSLRPBX1: Lead Service Line Replacement Program Area A Bronx, $-   , $-   , $-   ,5/1/2024,8/9/2025,7/5/2024,No ,No ,Department of Environmental Protection,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,82624B0016001,,-,-,AEIS LLC   ATLASEVALUATION INSPECTION SERVICE,Asian American,Material Testing,ACCO Canceled Subcontract,Construction Services,50000,50000,0,8/5/2024,8/9/2025,010,Yes,No 
CT182620248808883,Yes,Sub Vendor,JRCRUZ CORP,Non-M/WBE,LSLRPBX1: Lead Service Line Replacement Program Area A Bronx, $-   , $-   , $-   ,5/1/2024,8/9/2025,7/5/2024,No ,No ,Department of Environmental Protection,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,82624B0016001,,-,-,"Cardella Trucking Co, Inc.",Women (Non-Minority),"Furnish, deliver, and install container for debris removal",ACCO Reviewing Subcontract,Construction Services,20000,20000,0,5/1/2024,8/9/2025,008,Yes,No 
CT182620248808883,Yes,Sub Vendor,JRCRUZ CORP,Non-M/WBE,LSLRPBX1: Lead Service Line Replacement Program Area A Bronx, $-   , $-   , $-   ,5/1/2024,8/9/2025,7/5/2024,No ,No ,Department of Environmental Protection,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,82624B0016001,,-,-,GNV INC,Women (Non-Minority),Supply and install fuel,No Subcontract Payments Submitted,Construction Services,10000,10000,0,11/29/2024,8/9/2025,007,Yes,No 
CT182620248808883,Yes,Sub Vendor,JRCRUZ CORP,Non-M/WBE,LSLRPBX1: Lead Service Line Replacement Program Area A Bronx, $-   , $-   , $-   ,5/1/2024,8/9/2025,7/5/2024,No ,No ,Department of Environmental Protection,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,82624B0016001,,-,-,HOLBROOK PLASTIC PIPE SUPPLY INC,Women (Non-Minority),"Furnish, deliver and offload pipe.",No Subcontract Payments Submitted,Construction Services,250000,250000,0,10/4/2024,8/9/2025,005,Yes,No 
CT182620248808883,Yes,Sub Vendor,JRCRUZ CORP,Non-M/WBE,LSLRPBX1: Lead Service Line Replacement Program Area A Bronx, $-   , $-   , $-   ,5/1/2024,8/9/2025,7/5/2024,No ,No ,Department of Environmental Protection,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,82624B0016001,,-,-,"A PLUS PLUMBING, CORP",Non-M/WBE,Plumber,No Subcontract Payments Submitted,Construction Services,600000,600000,0,9/19/2024,8/9/2025,003,No ,No 
CT182620248808883,Yes,Sub Vendor,JRCRUZ CORP,Non-M/WBE,LSLRPBX1: Lead Service Line Replacement Program Area A Bronx, $-   , $-   , $-   ,5/1/2024,8/9/2025,7/5/2024,No ,No ,Department of Environmental Protection,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,82624B0016001,,-,-,"C.FRANCIS CONSTRUCTION, CORP",Black American,Trucking,No Subcontract Payments Submitted,Construction Services,150000,150000,0,1/14/2025,8/9/2025,001,No ,No 
CT182620248808794,No Data Entered,Prime Vendor,MEDCO ELECTRIC INC,Non-M/WBE,CRO-624E Repurposing Kensico Laboratory," $2,222,000.00 "," $2,222,000.00 ", $-   ,8/12/2024,11/11/2026,6/26/2024,No ,No ,Department of Environmental Protection,1015620628,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,82623B0054001,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CT182620248808789,Yes,Prime Vendor,SANDHU CONTRACTING INC,Asian American,"CAT-454 Roofing Replacement Project,"," $13,866,620.00 "," $13,866,620.00 "," $295,400.00 ",8/1/2024,12/23/2025,6/26/2024,No ,No ,Department of Environmental Protection,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,82624B0011001,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CT182620248808789,Yes,Sub Vendor,SANDHU CONTRACTING INC,Asian American,"CAT-454 Roofing Replacement Project,", $-   , $-   , $-   ,8/1/2024,12/23/2025,6/26/2024,No ,No ,Department of Environmental Protection,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,82624B0011001,,-,-,STRATEGIC SAFETY SOLUTIONS LLC,Women (Non-Minority),Environmental & Safety Consulting,No Subcontract Payments Submitted,Construction Services,180000,180000,0,2/5/2025,12/23/2025,011,Yes,No 
CT182620248808789,Yes,Sub Vendor,SANDHU CONTRACTING INC,Asian American,"CAT-454 Roofing Replacement Project,", $-   , $-   , $-   ,8/1/2024,12/23/2025,6/26/2024,No ,No ,Department of Environmental Protection,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,82624B0011001,,-,-,RV ENTERPRISE INC,Asian American,CPM Consulting,No Subcontract Payments Submitted,Construction Services,10000,10000,0,12/17/2024,12/23/2025,010,No ,No 
CT182620248808789,Yes,Sub Vendor,SANDHU CONTRACTING INC,Asian American,"CAT-454 Roofing Replacement Project,", $-   , $-   , $-   ,8/1/2024,12/23/2025,6/26/2024,No ,No ,Department of Environmental Protection,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,82624B0011001,,-,-,RV ENTERPRISE INC,Asian American,CPM Consulting,No Subcontract Payments Submitted,Construction Services,10000,10000,0,12/17/2024,12/23/2025,010,No ,No 
CT182620248808789,Yes,Sub Vendor,SANDHU CONTRACTING INC,Asian American,"CAT-454 Roofing Replacement Project,", $-   , $-   , $-   ,8/1/2024,12/23/2025,6/26/2024,No ,No ,Department of Environmental Protection,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,82624B0011001,,-,-,Alliance Masonry Corp.,Non-M/WBE,Concrete,ACCO Canceled Subcontract,Construction Services,350000,350000,0,9/30/2024,12/23/2025,009,No ,No 
CT182620248808789,Yes,Sub Vendor,SANDHU CONTRACTING INC,Asian American,"CAT-454 Roofing Replacement Project,", $-   , $-   , $-   ,8/1/2024,12/23/2025,6/26/2024,No ,No ,Department of Environmental Protection,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,82624B0011001,,-,-,PDK COMMERCIAL PHOTOGRAPHERS LTD,Women (Non-Minority),Photography & Videography,ACCO Canceled Subcontract,Construction Services,35000,35000,0,9/30/2024,12/23/2025,007,Yes,No 
CT182620248808789,Yes,Sub Vendor,SANDHU CONTRACTING INC,Asian American,"CAT-454 Roofing Replacement Project,", $-   , $-   , $-   ,8/1/2024,12/23/2025,6/26/2024,No ,No ,Department of Environmental Protection,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,82624B0011001,,-,-,ELECTRICAL SERVICES & CONSULTING GROUP LLC,Asian American,Electrical Services,ACCO Canceled Subcontract,Construction Services,78000,78000,0,9/30/2024,12/23/2025,008,No ,No 
CT182620248808789,Yes,Sub Vendor,SANDHU CONTRACTING INC,Asian American,"CAT-454 Roofing Replacement Project,", $-   , $-   , $-   ,8/1/2024,12/23/2025,6/26/2024,No ,No ,Department of Environmental Protection,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,82624B0011001,,-,-,ELECTRICAL SERVICES & CONSULTING GROUP LLC,Asian American,Electrical Services,ACCO Canceled Subcontract,Construction Services,78000,78000,0,9/30/2024,12/23/2025,008,No ,No 
CT182620248808789,Yes,Sub Vendor,SANDHU CONTRACTING INC,Asian American,"CAT-454 Roofing Replacement Project,", $-   , $-   , $-   ,8/1/2024,12/23/2025,6/26/2024,No ,No ,Department of Environmental Protection,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,82624B0011001,,-,-,RV ENTERPRISE INC,Asian American,CPM Consulting,ACCO Canceled Subcontract,Construction Services,10000,10000,0,9/2/2024,12/23/2025,006,No ,No 
CT182620248808789,Yes,Sub Vendor,SANDHU CONTRACTING INC,Asian American,"CAT-454 Roofing Replacement Project,", $-   , $-   , $-   ,8/1/2024,12/23/2025,6/26/2024,No ,No ,Department of Environmental Protection,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,82624B0011001,,-,-,RV ENTERPRISE INC,Asian American,CPM Consulting,ACCO Canceled Subcontract,Construction Services,10000,10000,0,9/2/2024,12/23/2025,006,No ,No 
CT182620248808789,Yes,Sub Vendor,SANDHU CONTRACTING INC,Asian American,"CAT-454 Roofing Replacement Project,", $-   , $-   , $-   ,8/1/2024,12/23/2025,6/26/2024,No ,No ,Department of Environmental Protection,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,82624B0011001,,-,-,PDK COMMERCIAL PHOTOGRAPHERS LTD,Women (Non-Minority),Photographer,No Subcontract Payments Submitted,Construction Services,35000,35000,0,8/15/2024,12/23/2025,005,Yes,No 
CT182620248808789,Yes,Sub Vendor,SANDHU CONTRACTING INC,Asian American,"CAT-454 Roofing Replacement Project,", $-   , $-   , $-   ,8/1/2024,12/23/2025,6/26/2024,No ,No ,Department of Environmental Protection,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,82624B0011001,,-,-,B&B Lightning Protection,Non-M/WBE,Lightning protection,No Subcontract Payments Submitted,Construction Services,84850,84850,0,12/20/2024,12/23/2025,003,No ,No 
CT182620248808789,Yes,Sub Vendor,SANDHU CONTRACTING INC,Asian American,"CAT-454 Roofing Replacement Project,", $-   , $-   , $-   ,8/1/2024,12/23/2025,6/26/2024,No ,No ,Department of Environmental Protection,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,82624B0011001,,-,-,ELECTRICAL SERVICES & CONSULTING GROUP LLC,Asian American,Electrical services,No Subcontract Payments Submitted,Construction Services,78000,78000,0,11/12/2024,12/23/2025,001,No ,No 
CT182620248808789,Yes,Sub Vendor,SANDHU CONTRACTING INC,Asian American,"CAT-454 Roofing Replacement Project,", $-   , $-   , $-   ,8/1/2024,12/23/2025,6/26/2024,No ,No ,Department of Environmental Protection,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,82624B0011001,,-,-,ELECTRICAL SERVICES & CONSULTING GROUP LLC,Asian American,Electrical services,No Subcontract Payments Submitted,Construction Services,78000,78000,0,11/12/2024,12/23/2025,001,No ,No 
CT182620248808789,Yes,Sub Vendor,SANDHU CONTRACTING INC,Asian American,"CAT-454 Roofing Replacement Project,", $-   , $-   , $-   ,8/1/2024,12/23/2025,6/26/2024,No ,No ,Department of Environmental Protection,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,82624B0011001,,-,-,Alliance Masonry Corp.,Non-M/WBE,Lightweight concrete pouring,ACCO Reviewing Subcontract,Construction Services,350000,350000,0,8/15/2024,12/23/2025,002,No ,No 
CT182620248808777,Yes,Prime Vendor,BOVE INDUSTRIES INC,Non-M/WBE,PS-BX: Upgrades of the 233rd St and 154th St PS," $55,531,556.00 "," $55,531,556.00 "," $1,000,000.00 ",8/12/2024,8/2/2027,6/27/2024,No ,No ,Department of Environmental Protection,1015758314,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,82623B0075001,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CT182620248808777,Yes,Sub Vendor,BOVE INDUSTRIES INC,Non-M/WBE,PS-BX: Upgrades of the 233rd St and 154th St PS, $-   , $-   , $-   ,8/12/2024,8/2/2027,6/27/2024,No ,No ,Department of Environmental Protection,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,82623B0075001,,-,-,"Hayduk Engineering, LLC",Non-M/WBE,Engineering Services,ACCO Reviewing Subcontract,Construction Services,85000,85000,0,2/6/2025,8/2/2027,028,No ,No 
CT182620248808777,Yes,Sub Vendor,BOVE INDUSTRIES INC,Non-M/WBE,PS-BX: Upgrades of the 233rd St and 154th St PS, $-   , $-   , $-   ,8/12/2024,8/2/2027,6/27/2024,No ,No ,Department of Environmental Protection,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,82623B0075001,,-,-,PROFESSIONAL TOUCH NYC LLC,Hispanic American,Professional Cleaning of EIC,No Subcontract Payments Submitted,Construction Services,30611.3,30611.3,0,12/19/2024,8/2/2027,027,Yes,No 
CT182620248808777,Yes,Sub Vendor,BOVE INDUSTRIES INC,Non-M/WBE,PS-BX: Upgrades of the 233rd St and 154th St PS, $-   , $-   , $-   ,8/12/2024,8/2/2027,6/27/2024,No ,No ,Department of Environmental Protection,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,82623B0075001,,-,-,GATEWAY DEMO-CIVIL CORP,Hispanic American,Drilled Micropiles,ACCO Reviewing Subcontract,Construction Services,323000,323000,0,11/20/2024,8/2/2027,026,No ,No 
CT182620248808777,Yes,Sub Vendor,BOVE INDUSTRIES INC,Non-M/WBE,PS-BX: Upgrades of the 233rd St and 154th St PS, $-   , $-   , $-   ,8/12/2024,8/2/2027,6/27/2024,No ,No ,Department of Environmental Protection,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,82623B0075001,,-,-,SCHNABEL- LACHEL ENGINEERING P.C.,Non-M/WBE,Design of Temp SOE,ACCO Reviewing Subcontract,Construction Services,88000,88000,0,10/29/2024,8/2/2027,025,No ,No 
CT182620248808777,Yes,Sub Vendor,BOVE INDUSTRIES INC,Non-M/WBE,PS-BX: Upgrades of the 233rd St and 154th St PS, $-   , $-   , $-   ,8/12/2024,8/2/2027,6/27/2024,No ,No ,Department of Environmental Protection,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,82623B0075001,,-,-,AARCO ENVIRONMENTAL SERVICES CORP,Non-M/WBE,Monitoring Well Installation,ACCO Canceled Subcontract,Construction Services,20000,20000,0,10/10/2024,8/2/2027,024,No ,No 
CT182620248808777,Yes,Sub Vendor,BOVE INDUSTRIES INC,Non-M/WBE,PS-BX: Upgrades of the 233rd St and 154th St PS, $-   , $-   , $-   ,8/12/2024,8/2/2027,6/27/2024,No ,No ,Department of Environmental Protection,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,82623B0075001,,-,-,URBANTECH CONSULTING ENGINEERING PC,Asian American,Engineering,ACCO Reviewing Subcontract,Construction Services,69000,69000,0,10/2/2024,8/2/2027,022,No ,No 
CT182620248808777,Yes,Sub Vendor,BOVE INDUSTRIES INC,Non-M/WBE,PS-BX: Upgrades of the 233rd St and 154th St PS, $-   , $-   , $-   ,8/12/2024,8/2/2027,6/27/2024,No ,No ,Department of Environmental Protection,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,82623B0075001,,-,-,"PMC REBAR, INC.",Women (Non-Minority),Rebar,ACCO Reviewing Subcontract,Construction Services,411080,411080,0,10/2/2024,8/2/2027,023,Yes,No 
